"state","month_date","median_listing_price","new_listing_count","active_listing_count","pending_listing_count"
"ut",2022 Jul,585292.068965517,5464,9818,6674
"va",2022 Jul,360050.359375,12160,14946,12967
"vt",2022 Jul,432556.142857143,868,1391,729
"wa",2022 Jul,558965.564102564,11540,15177,10599
"wi",2022 Jul,313686.097222222,7384,11164,5945
"wv",2022 Jul,189315.254545455,1652,3060,2452
"wy",2022 Jul,528473.913043478,988,1835,762
"ak",2022 Aug,368071.931080955,932.857142857143,1769.5625,465.037735849057
"al",2022 Aug,256017.134328358,6884,11745,5815
"ar",2022 Aug,202144.826666667,3904,6942,4959
"az",2022 Aug,425352.666666667,12028,23130,11353
"ca",2022 Aug,681257.068965517,33280,59886,30904
"co",2022 Aug,629302.171875,10092,18050,10196
"ct",2022 Aug,464061,3882,5730,7562
"dc",2022 Aug,599125,758,1824,819
"de",2022 Aug,453390,1376,2013,2423
"fl",2022 Aug,427165.23880597,41714,80012,54943
"ga",2022 Aug,310470.100628931,16056,27769,20258
"hi",2022 Aug,1107875,1426,3146,2046
"ia",2022 Aug,204011.606060606,3774,6860,5800
"id",2022 Aug,557661.863636364,3544,8828,3900
"il",2022 Aug,170120.62745098,14286,24817,20017
"in",2022 Aug,237743.97826087,9046,10594,6603
"ks",2022 Aug,214592.238095238,3720,4652,5138
"ky",2022 Aug,243092.925,4846,7448,6760
"la",2022 Aug,229837.8125,4520,9703,6003
"ma",2022 Aug,987176.5,6404,8765,2713
"md",2022 Aug,408400.041666667,7636,9920,9588
"me",2022 Aug,378860.9375,2168,3496,990
"mi",2022 Aug,266862.168674699,14330,21569,11014
"mn",2022 Aug,275076.298850575,8172,11157,11157
"mo",2022 Aug,223423.27826087,8500,12691,11236
"ms",2022 Aug,217698.006097561,2668,5129.5,3774
"mt",2022 Aug,480669.196428571,1586,4018,2286
"nc",2022 Aug,357019.09,15826,22109,22308
"nd",2022 Aug,186470.442307692,938,1925,1155.6
"ne",2022 Aug,280969.508152174,2310.2,3306.3,3727.853125
"nh",2022 Aug,449581.3,1874,2393,1539
"nj",2022 Aug,463022.142857143,9840,18527,15013
"nm",2022 Aug,325945.09375,2304,4185,2630
"nv",2022 Aug,406255.882352941,5806,13722,1334
"ny",2022 Aug,332849.241935484,15596,39165,22767
"oh",2022 Aug,228863.863636364,13936,16174,18160
"ok",2022 Aug,221436.779220779,5320,8914,7331
"or",2022 Aug,480845.027777778,5592,10940,7309
"pa",2022 Aug,244226.507462687,13546,21686,18827
"ri",2022 Aug,603302.2,1062,1462,1929
"sc",2022 Aug,317038.391304348,9378,14205,11761
"sd",2022 Aug,397499.094780262,1073.62857142857,2237.14047619048,1279.22344632768
"tn",2022 Aug,364959.189473684,11606,17466,11299
"tx",2022 Aug,290913.747296528,38691.2,76189.1142857143,43435.8666666667
"ut",2022 Aug,560585.482758621,4916,10626,6623
"va",2022 Aug,359408.5390625,10484,14932,12330
"vt",2022 Aug,446800.928571429,828,1338,778
"wa",2022 Aug,551303.846153846,9478,15737,10871
"wi",2022 Aug,313950.541666667,6340,11202,5794
"wv",2022 Aug,186028.981818182,1676,3196,2386
"wy",2022 Aug,532058.47826087,944,2007,805
"ak",2022 Sep,407025.73965982,862.285714285714,1602.625,489.603773584906
"al",2022 Sep,255216.656716418,7208,11900,6009
"ar",2022 Sep,206127.893333333,3824,7053,4635
"az",2022 Sep,425790.4,11222,23736,11075
"ca",2022 Sep,679893.275862069,32162,58111,30208
"co",2022 Sep,628432.75,9248,17939,9750
"ct",2022 Sep,458828.5,3724,5534,6829
"dc",2022 Sep,621250,1226,1988,739
"de",2022 Sep,451093.666666667,1410,2020,2252
"fl",2022 Sep,421802.776119403,40630,81792,53502
"ga",2022 Sep,306422.477987421,15594,28238,19206
"hi",2022 Sep,1118218.75,1530,3099,1999
"ia",2022 Sep,205392.676767677,4042,6992,5342
"id",2022 Sep,545057.477272727,3142,8793,3804
"il",2022 Sep,166024.460784314,13796,24710,18664
"in",2022 Sep,238886.902173913,9212,11000,6454
"ks",2022 Sep,213911.895238095,3490,4707,4748
"ky",2022 Sep,245904.475,4852,7461,6555
"la",2022 Sep,231344.09375,4656,10109,5585
"ma",2022 Sep,989137.5,7542,8906,2476
"md",2022 Sep,411205.083333333,7380,9786,8768
"me",2022 Sep,380265.625,2158,3352,1011
"mi",2022 Sep,267253.060240964,13290,21230,10444
"mn",2022 Sep,271956.75862069,7854,11290,9626
"mo",2022 Sep,220989.895652174,8428,12855,10427
"ms",2022 Sep,211150.670731707,2738,5226,3562
"mt",2022 Sep,481193.607142857,1492.25,3917,2325
"nc",2022 Sep,357972.02,15008,22925,25191
"nd",2022 Sep,192244.320512821,874,1989,1082.13333333333
"ne",2022 Sep,274771.346014493,2055.16666666667,3364.58333333333,3555.01041666667
"nh",2022 Sep,456590,1844,2226,1392
"nj",2022 Sep,467841.095238095,9506,17550,13823
"nm",2022 Sep,315410.09375,2300,4202,2482
"nv",2022 Sep,394731.647058824,5260,14171,1985
"ny",2022 Sep,331423.322580645,18676,39209,21599
"oh",2022 Sep,229771.852272727,13694,16182,16629
"ok",2022 Sep,225265.727272727,5056,9044,6762
"or",2022 Sep,478608.694444444,5516,10911,6736
"pa",2022 Sep,241982.71641791,13706,21793,17186
"ri",2022 Sep,604005,1036,1353,1824
"sc",2022 Sep,317324.108695652,9570,14756,11205
"sd",2022 Sep,395916.023718699,1014.84444444444,2254.67777777778,1190.65028248588
"tn",2022 Sep,361682.284210526,11296,18206,10864
"tx",2022 Sep,288906.610700057,36790,77957.8571428571,40873.3333333333
"ut",2022 Sep,591780.862068966,4748,10756,6147
"va",2022 Sep,357472.34375,10588,14747,11217
"vt",2022 Sep,443369.928571429,884,1326,767
"wa",2022 Sep,544226.333333333,8726,15322,10056
"wi",2022 Sep,313909.513888889,6184,10613,5136
"wv",2022 Sep,185004.309090909,1674,3257,2248
"wy",2022 Sep,536625,870,2025,796
"ak",2022 Oct,424649.237893856,657.714285714286,1479.6875,524.169811320755
"al",2022 Oct,250546.611940299,6056,12405,5387
"ar",2022 Oct,204306.453333333,3824,7451,4165
"az",2022 Oct,420839.333333333,10464,25116,9428
"ca",2022 Oct,668411.517241379,27720,58573,25897
"co",2022 Oct,616541.390625,7604,17887,8201
"ct",2022 Oct,470512.5,3264,5516,6184
"dc",2022 Oct,646587,868,2195,784
"de",2022 Oct,446300,1236,2149,2097
"fl",2022 Oct,422817.462686567,35040,84350,48096
"ga",2022 Oct,310659.635220126,13648,29794,16652
"hi",2022 Oct,1079987.5,1356,3291,1785
"ia",2022 Oct,205624.242424242,3528,7301,4743
"id",2022 Oct,536242.477272727,2564,8607,3211
"il",2022 Oct,165286.980392157,12120,24901,16484
"in",2022 Oct,241126.956521739,7920,11765,5740
"ks",2022 Oct,204628.457142857,3213,5035,4173.5
"ky",2022 Oct,248322.241666667,4036,7783,5752
"la",2022 Oct,233675.671875,4004,10602,5004
"ma",2022 Oct,1017107.14285714,6440,9195,2367
"md",2022 Oct,413379.791666667,6832,10198,8302
"me",2022 Oct,380450,1620,3301,856
"mi",2022 Oct,261608.289156627,11792,21230,8972
"mn",2022 Oct,275322.287356322,6360,11490,8171
"mo",2022 Oct,218817.452173913,7620,13455,9188
"ms",2022 Oct,211593.768292683,2328,5464,3229
"mt",2022 Oct,503632.440167033,1136.5,3737,1944
"nc",2022 Oct,365933.5,12600,23890,22123
"nd",2022 Oct,205127.698717949,720,2033,939.666666666667
"ne",2022 Oct,286493.455615942,2073.33333333333,3576.66666666667,3113.56770833333
"nh",2022 Oct,456810,1544,2233,1229
"nj",2022 Oct,468685.428571429,8420,17376,12389
"nm",2022 Oct,316603.21875,1992,4302,2172
"nv",2022 Oct,396292.352941176,4320,14146,1740
"ny",2022 Oct,333976.064516129,14328,39806,20610
"oh",2022 Oct,227717.181818182,12048,16840,14936
"ok",2022 Oct,224919.948051948,4576,9559,5773
"or",2022 Oct,477243.194444444,4536,10949,5630
"pa",2022 Oct,242372.597014925,12128,22397,15699
"ri",2022 Oct,594990,960,1377,1615
"sc",2022 Oct,317138.956521739,7584,15695,9749
"sd",2022 Oct,368886.768674451,777.488888888889,2152.23888888889,985.827118644068
"tn",2022 Oct,358804.989473684,9780,19595,9616
"tx",2022 Oct,288354.721115538,33700,81414,36021.2
"ut",2022 Oct,585572.413793103,3876,11090,5239
"va",2022 Oct,356708.9375,8940,14750,10208
"vt",2022 Oct,440389.285714286,652,1330,675
"wa",2022 Oct,548636.666666667,7324,15239,8511
"wi",2022 Oct,313935.472222222,5324,10501,4412
"wv",2022 Oct,187246.272727273,1464,3303,2169
"wy",2022 Oct,530608.695652174,664,1923,646
"ak",2022 Nov,412590.046472721,423.142857142857,1375.75,529.735849056604
"al",2022 Nov,250285.850746269,5030,12840,4759
"ar",2022 Nov,198093.04,2962,7918,3677
"az",2022 Nov,416028.533333333,8074,24764,8577
"ca",2022 Nov,661675.344827586,21758,55983,23227
"co",2022 Nov,601519.890625,5536,16793,7060
"ct",2022 Nov,474678.125,2548,5154,5601
"dc",2022 Nov,649900,678,2113,754
"de",2022 Nov,439583.333333333,1034,2178,1917
"fl",2022 Nov,414048.104477612,33280,89712,44837
"ga",2022 Nov,304492.672955975,11162,30081,14841
"hi",2022 Nov,1067562.5,1346,3465,1589
"ia",2022 Nov,202981.909090909,2536,7498,3960
"id",2022 Nov,516216.25,1896,7875,2674
"il",2022 Nov,163357.696078431,9444,23957,14624
"in",2022 Nov,236812.706521739,6320,11995,5018
"ks",2022 Nov,197441.631746032,2452.66666666667,5256.33333333333,3825
"ky",2022 Nov,244896.025,3490,8119,5040
"la",2022 Nov,229302.515625,3196,10990,4491
"ma",2022 Nov,997964.285714286,4732,8742,2085
"md",2022 Nov,412999.458333333,5538,9955,7845
"me",2022 Nov,374206.25,1158,3052,708
"mi",2022 Nov,254436.156626506,9218,20694,7592
"mn",2022 Nov,274619.701149425,4172,10701,6775
"mo",2022 Nov,222071.947826087,5916,13557,8206
"ms",2022 Nov,213185.085365854,1996,5702,2973
"mt",2022 Nov,525925.392857143,862.75,3592,1691
"nc",2022 Nov,368778.28,10582,24390,19794
"nd",2022 Nov,205415.346153846,504,2042,797.7
"ne",2022 Nov,283905.97826087,1469.5,3683.75,2839.125
"nh",2022 Nov,454580,1158,2138,1089
"nj",2022 Nov,465041.428571429,6806,16641,11123
"nm",2022 Nov,312884.28125,1648,4438,1853
"nv",2022 Nov,394686.647058824,3220,13381,1567
"ny",2022 Nov,333148.241935484,10636,38415,18703
"oh",2022 Nov,228991.136363636,9734,16557,13324
"ok",2022 Nov,219769.987012987,3764.25,9802.125,5127.875
"or",2022 Nov,476518.333333333,3276,10365,4776
"pa",2022 Nov,240508.373134328,9662,22017,14189
"ri",2022 Nov,591390,842,1382,1463
"sc",2022 Nov,311241.173913043,6818,16335,8902
"sd",2022 Nov,376159.506147592,562.133333333333,2134.8,1054.00395480226
"tn",2022 Nov,355930.642105263,8078,20180,8706
"tx",2022 Nov,283163.924302789,27494,83051,31979.4
"ut",2022 Nov,586066.103448276,2960,10730,4794
"va",2022 Nov,357332.4140625,7032,14601,9154
"vt",2022 Nov,430325.928571429,412,1241,533
"wa",2022 Nov,531883.58974359,4988,14160,7082
"wi",2022 Nov,311507.111111111,3796,9927,3731
"wv",2022 Nov,187691.618181818,1180,3310,1966
"wy",2022 Nov,518586.956521739,472,1876,502
"ak",2022 Dec,457737.751603309,301.571428571429,1177.8125,490.301886792453
"al",2022 Dec,251232.686567164,3772,12402,4142
"ar",2022 Dec,198261.333333333,2192,7523,3307
"az",2022 Dec,409525,6328,21630,7992
"ca",2022 Dec,649259.25862069,14604,46826,20667
"co",2022 Dec,598794.421875,3644,14067,6145
"ct",2022 Dec,474806.125,1680,4306,4616
"dc",2022 Dec,649000,372,1797,650
"de",2022 Dec,434759,704,1967,1675
"fl",2022 Dec,413137.611940299,29032,89164,41911
"ga",2022 Dec,305902.075471698,8460,28136,13045
"hi",2022 Dec,1069625,1100,3528,1460
"ia",2022 Dec,202704.676767677,1724,6911,3284
"id",2022 Dec,533815.75,1364,6862,2404
"il",2022 Dec,162566.421568627,6084,20795,11941
"in",2022 Dec,238516.619565217,4396,10885,4005
"ks",2022 Dec,184318.076190476,1670,4803.15833333333,3195.55833333333
"ky",2022 Dec,240806.008333333,2228,7512,4288
"la",2022 Dec,229194.546875,2464,10726,4052
"ma",2022 Dec,997152.571428571,2608,6731,1597
"md",2022 Dec,408914.708333333,3820,8587,6807
"me",2022 Dec,372418.75,772,2682,554
"mi",2022 Dec,254278.602409639,6184,18181,6313
"mn",2022 Dec,277966.597701149,2684,8697,5367
"mo",2022 Dec,223115.443478261,3952,12532,6866
"ms",2022 Dec,214070.37804878,1428,5514,2540
"mt",2022 Dec,532875.767857143,517,3304,1424
"nc",2022 Dec,365478.24,7628,22864,16778
"nd",2022 Dec,198360.320512821,253.333333333333,1888.66666666667,709.233333333333
"ne",2022 Dec,266201.522644928,961.666666666667,3338.83333333333,2463.68229166667
"nh",2022 Dec,461805,728,1733,795
"nj",2022 Dec,461426.666666667,4564,14318,9436
"nm",2022 Dec,316828.40625,1248,4052,1639
"nv",2022 Dec,390218.823529412,2528,11920,1460
"ny",2022 Dec,330729.403225806,6864,34226,16400
"oh",2022 Dec,227687.284090909,6624,14533,10743
"ok",2022 Dec,221567.467532468,2952.5,9393.25,4426.75
"or",2022 Dec,469856.083333333,1996,8984,4015
"pa",2022 Dec,239166.074626866,6352,19769,11614
"ri",2022 Dec,599650,508,1181,1259
"sc",2022 Dec,308689.391304348,5032,15715,7951
"sd",2022 Dec,351930.057435997,366.777777777778,1926.86111111111,1000.18079096045
"tn",2022 Dec,355514.389473684,5476,18633,7526
"tx",2022 Dec,279124.786188579,21360,77787,28930.6666666667
"ut",2022 Dec,637808.413793103,2044,9511,4333
"va",2022 Dec,359193.171875,4732,12671,7768
"vt",2022 Dec,418653.571428571,276,1032,375
"wa",2022 Dec,527759.102564103,2972,11462,5640
"wi",2022 Dec,313129.888888889,2244,8230,2768
"wv",2022 Dec,188925.254545455,840,3106,1628
"wy",2022 Dec,505619.565217391,328,1738,445
"ak",2023 Jan,392730.284320104,434.5,1007.875,454.867924528302
"al",2023 Jan,252022.298507463,5078,11604,4194
"ar",2023 Jan,200257.4,3024,7021,3287
"az",2023 Jan,415101.533333333,9286,19770,8269
"ca",2023 Jan,649857.534482759,21028,40133,18046
"co",2023 Jan,608657.96875,5550,12248,5806
"ct",2023 Jan,481031.25,2316,3615,4009
"dc",2023 Jan,632450,720,1547,623
"de",2023 Jan,445732.666666667,944,1783,1538
"fl",2023 Jan,412688.462686567,39208,87679,42478
"ga",2023 Jan,308632.610062893,11034,25445,12563
"hi",2023 Jan,1092125,1228,3601,1275
"ia",2023 Jan,201558.101010101,2334,6248,3122
"id",2023 Jan,542449.75,1964,5751,2474
"il",2023 Jan,163467.166666667,8898,18238,11128
"in",2023 Jan,236227.72826087,5090,9440,3979
"ks",2023 Jan,173545.082539683,2241.33333333333,4451.98333333333,3126.11666666667
"ky",2023 Jan,245261.175,3240,6767.5,4106
"la",2023 Jan,233071.046875,3678,10178,3853
"ma",2023 Jan,1001801.64285714,3836,5697,1464
"md",2023 Jan,413155.875,4816,7492,6252
"me",2023 Jan,376158.9375,836,2244,465
"mi",2023 Jan,255656.325301205,7580,15551,5708
"mn",2023 Jan,281616.724137931,3562,7247,4670
"mo",2023 Jan,222867.486956522,5252,11193,6677
"ms",2023 Jan,217238.365853659,1986,5202,2543
"mt",2023 Jan,476341.178571429,843.75,3004,1461
"nc",2023 Jan,367112.82,10370,20740,15983
"nd",2023 Jan,196800.929487179,454.666666666667,1753.33333333333,774.266666666667
"ne",2023 Jan,265469.251811594,1341.16666666667,3106.58333333333,2226.23958333333
"nh",2023 Jan,482672.5,828,1422,654
"nj",2023 Jan,462822.619047619,6314,12693,8301
"nm",2023 Jan,319045.34375,1476,3728,1672
"nv",2023 Jan,394417.941176471,3274,10426,1491
"ny",2023 Jan,326407.564516129,10120,30838,14418
"oh",2023 Jan,226730.977272727,7806,12525,9721
"ok",2023 Jan,224506.311688312,3798.75,8963.375,4406.625
"or",2023 Jan,472281.555555556,3108,7791,3878
"pa",2023 Jan,240162.71641791,8460,17754,10424
"ri",2023 Jan,606523,596,1038,1062
"sc",2023 Jan,310673.956521739,6688,14677,7658
"sd",2023 Jan,337160.791630386,516.755555555556,1794.7,937.246516007533
"tn",2023 Jan,351367.221052632,7814,17565,7546
"tx",2023 Jan,283072.576361222,28954,72412,28096.3333333333
"ut",2023 Jan,635510.931034483,2890,8243,4129
"va",2023 Jan,363785.828125,6708,11173,7413
"vt",2023 Jan,411933.357142857,356,916,342
"wa",2023 Jan,528491,4794,9538,5465
"wi",2023 Jan,319538.013888889,2932,6959,2415
"wv",2023 Jan,187204.763636364,1082,2769,1602
"wy",2023 Jan,516129.608695652,468,1557,436
"ak",2023 Feb,458630.211125569,541,939.9375,485.433962264151
"al",2023 Feb,258265.71641791,5470,11077,5141
"ar",2023 Feb,205040.16,3020,6736,3885
"az",2023 Feb,422864,9562,18320,11039
"ca",2023 Feb,670270.344827586,23492,36981,24222
"co",2023 Feb,609847.59375,6592,11339,7395
"ct",2023 Feb,515412.5,2596,3340,4410
"dc",2023 Feb,622450,728,1490,812
"de",2023 Feb,459071.666666667,1036,1698,1769
"fl",2023 Feb,414486.686567164,40180,86294,53656
"ga",2023 Feb,306273.767295597,12062,23770,15599
"hi",2023 Feb,1089375,1218,3926,1117
"ia",2023 Feb,209755.98989899,2506,5911,3866
"id",2023 Feb,538782.204545455,2218,5139,2980
"il",2023 Feb,164575.431372549,10104,16461,14346
"in",2023 Feb,244449.989130435,5880,8373,4804
"ks",2023 Feb,180555.866666667,2376,4227.475,3749.675
"ky",2023 Feb,247314.558333333,3402,6265,5056
"la",2023 Feb,235756.140625,3660,10102,4725
"ma",2023 Feb,1023153.42857143,4286,5248,1788
"md",2023 Feb,421890.125,5408,6727,7488
"me",2023 Feb,391083.9375,850,2005,457
"mi",2023 Feb,263965.614457831,7612,13731,6557
"mn",2023 Feb,291340.32183908,4200,6584,5776
"mo",2023 Feb,224315.008695652,5692,10350,7878
"ms",2023 Feb,214315.325783972,2164,5079,2985.64285714286
"mt",2023 Feb,474617.339285714,978.5,2807,1706
"nc",2023 Feb,374422.75,11530,19023,19419
"nd",2023 Feb,203412.192307692,468,1535.5,886.8
"ne",2023 Feb,265157.698369565,1482.66666666667,2855.33333333333,2668.796875
"nh",2023 Feb,491575,884,1258,729
"nj",2023 Feb,473116.666666667,7250,11899,9549
"nm",2023 Feb,457806.34375,1574,3450,1880
"nv",2023 Feb,395199.117647059,3502,9394,1906
"ny",2023 Feb,332997.306451613,11194,30223,14670
"oh",2023 Feb,234166.909090909,8860,10896,11574
"ok",2023 Feb,221003.649350649,3867,8443.5,5408.5
"or",2023 Feb,473653.777777778,3658,7184,4859
"pa",2023 Feb,243368.71641791,9188,16346,12562
"ri",2023 Feb,624405,684,919,1226
"sc",2023 Feb,310331.413043478,7304,13865,9438
"sd",2023 Feb,347164.110440158,499.304761904762,1782.53888888889,1022.56224105461
"tn",2023 Feb,355054.673684211,7974,16376,8962
"tx",2023 Feb,285242.721115538,30334,69089,34999
"ut",2023 Feb,624282.724137931,3352,7599,4732
"va",2023 Feb,370375.34375,7626,10298,8906
"vt",2023 Feb,400541.071428571,448,874,390
"wa",2023 Feb,533163.948717949,5190,8394,7174
"wi",2023 Feb,325343.180555556,3636,6616,2981
"wv",2023 Feb,191246.6,1214,2583,1804
"wy",2023 Feb,534302.173913043,526,1505,477
"ak",2023 Mar,466939.620689655,751.5,946,515
"al",2023 Mar,263485,6122,10946,5472
"ar",2023 Mar,206581.16,3404,6713,4104
"az",2023 Mar,428518.333333333,9244,16909,11360
"ca",2023 Mar,689801.603448276,23962,34742,25858
"co",2023 Mar,631462.515625,7832,11349,7839
"ct",2023 Mar,543056,2922,3272,4716
"dc",2023 Mar,637800,1004,1568,873
"de",2023 Mar,461439.333333333,1208,1683,1897
"fl",2023 Mar,419571.223880597,41120,84011,58429
"ga",2023 Mar,315857.167714885,13796.6666666667,22709.8333333333,17089.6666666667
"hi",2023 Mar,1115118,1264,3917,1104
"ia",2023 Mar,214960.212121212,3324,5892,4216
"id",2023 Mar,530267.909090909,2574,4979,3070
"il",2023 Mar,171570.058823529,11834,15590,16241
"in",2023 Mar,254575.347826087,6632,7740,5258
"ks",2023 Mar,204115.695073211,3002.66666666667,4139.96666666667,4044.23333333333
"ky",2023 Mar,253244.1,3798,6005,5411
"la",2023 Mar,240390.671875,4524,10282,5033
"ma",2023 Mar,1020278.21428571,5510,5466,1841
"md",2023 Mar,431368.958333333,6374,6480,7890
"me",2023 Mar,417204.5,1120,1847,467
"mi",2023 Mar,274363.253012048,8942,12667,6765
"mn",2023 Mar,298733.597701149,5604,6700,6325
"mo",2023 Mar,235048.243478261,6938,10100,8476
"ms",2023 Mar,215842.529616725,2624,5054,3228.28571428571
"mt",2023 Mar,520863.125,1077.25,2741,1706
"nc",2023 Mar,379545.18,13252,18103,20649
"nd",2023 Mar,209010.974358974,549.333333333333,1465.66666666667,886.333333333333
"ne",2023 Mar,262015.043478261,1836,2789,2847.4375
"nh",2023 Mar,495497.5,1068,1189,773
"nj",2023 Mar,483030.19047619,8216,11486,10718
"nm",2023 Mar,325413.71875,1898,3348,1913
"nv",2023 Mar,402728.176470588,3672,8687,2052
"ny",2023 Mar,340522.903225806,13324,30065,15822
"oh",2023 Mar,241806.704545455,10390,10461,12472
"ok",2023 Mar,228349.337662338,4429.25,8238.625,5554.375
"or",2023 Mar,476738.111111111,4378,7233,4944
"pa",2023 Mar,249215.835820896,11130,15892,13639
"ri",2023 Mar,674975,710,802,1402
"sc",2023 Mar,315385.717391304,8390,13416,10250
"sd",2023 Mar,363888.136942239,749.853968253968,1789.37777777778,879.877966101695
"tn",2023 Mar,362933.189473684,9420,15598,9008
"tx",2023 Mar,290122.930459978,33658.3636363636,68579,37119.0909090909
"ut",2023 Mar,592225.413793103,3532,7328,4802
"va",2023 Mar,376680.8046875,9162,10186,9593
"vt",2023 Mar,411859.214285714,446,802,460
"wa",2023 Mar,557350.076923077,7126,8217,7504
"wi",2023 Mar,329799.805555556,4308,6521,4116
"wv",2023 Mar,194039.272727273,1286,2504,1939
"wy",2023 Mar,526650,570,1419,540
"ak",2023 Apr,461730.321428571,800,1004,550
"al",2023 Apr,267396.731343284,6416,10958,5918
"ar",2023 Apr,209802.293333333,3724,6766,4421
"az",2023 Apr,430559.2,9324,15438,12173
"ca",2023 Apr,720978.827586207,27668,33257,27925
"co",2023 Apr,646993.71875,9156,12130,8751
"ct",2023 Apr,555951.75,3508,3431,5218
"dc",2023 Apr,649999,1008,1709,951
"de",2023 Apr,475130,1256,1684,1968
"fl",2023 Apr,427485.805970149,40236,82367,60151
"ga",2023 Apr,329986.687631027,13645.3333333333,21499.6666666667,17897.3333333333
"hi",2023 Apr,1179600,1308,3144,1854
"ia",2023 Apr,222087.090909091,3664,5968,4939
"id",2023 Apr,535781.931818182,2820,5074,3138
"il",2023 Apr,179015.666666667,13040,15073,17873
"in",2023 Apr,258353.195652174,7652,7636,5651
"ks",2023 Apr,202146.317295433,3555.33333333333,4187.45833333333,4676.79166666667
"ky",2023 Apr,263166.075,4204,5830,5809
"la",2023 Apr,243728.28125,4556,10511,5586
"ma",2023 Apr,1050267.14285714,6752,6023,1983
"md",2023 Apr,448372.416666667,6960,6521,8573
"me",2023 Apr,430349.9375,1476,1915,540
"mi",2023 Apr,281916.289156627,11108,12629,7197
"mn",2023 Apr,305034.287356322,6824,7159,7620
"mo",2023 Apr,238005.791304348,7548,10030,9356
"ms",2023 Apr,220505.209059233,2432,5073,3577.92857142857
"mt",2023 Apr,486688.839285714,1384,2816,1944
"nc",2023 Apr,388058.11,13724,17964,21930
"nd",2023 Apr,216646.987179487,718.666666666667,1430.83333333333,881.866666666667
"ne",2023 Apr,255200.29076087,2124,2832.2,3120.078125
"nh",2023 Apr,490944.1,1468,1269,839
"nj",2023 Apr,496678.523809524,9040,11708,11649
"nm",2023 Apr,329768.59375,1944,3413,2000
"nv",2023 Apr,410375.294117647,4152,8111,2111
"ny",2023 Apr,350770.387096774,14512,30850,17412
"oh",2023 Apr,245473.443181818,11748,10642,13668
"ok",2023 Apr,226769.623376623,5009.5,8361.75,6351.25
"or",2023 Apr,487068.722222222,4856,7445,5498
"pa",2023 Apr,254352.194029851,12488,16046,15151
"ri",2023 Apr,662246,932,847,1520
"sc",2023 Apr,324415.326086957,8196,13228,10823
"sd",2023 Apr,397377.917290473,939.069841269841,2015.88333333333,964.610357815443
"tn",2023 Apr,374623.484210526,9912,15600,9619
"tx",2023 Apr,295203.020282506,36196.7272727273,68756,40426.1818181818
"ut",2023 Apr,578332.75862069,4048,7178,4837
"va",2023 Apr,380878.4921875,10340,10482,10685
"vt",2023 Apr,421860.714285714,556,792,437
"wa",2023 Apr,573646.282051282,7532,8521,8233
"wi",2023 Apr,337570.888888889,5192,6810,4758
"wv",2023 Apr,212308.709090909,1580,2450,2160
"wy",2023 Apr,536253.52173913,700,1442,598
"ak",2023 May,392975.523809524,897.333333333333,1078.33333333333,546
"al",2023 May,274013.044776119,6652,11226,6379
"ar",2023 May,215108.213333333,3958,6866,4653
"az",2023 May,440429.133333333,9540,14529,12270
"ca",2023 May,733985.448275862,30376,35147,28981
"co",2023 May,649219.109375,10020,13227,9317
"ct",2023 May,573640.625,5020,3731,6143
"dc",2023 May,664750,954,1735,1038
"de",2023 May,482145,1368,1737,2109
"fl",2023 May,435604.208955224,39308,80937,59230
"ga",2023 May,331461.672955975,14676,21669,18856
"hi",2023 May,1167430.5,1342,3066,1955
"ia",2023 May,221746.98989899,4040,6163,5640
"id",2023 May,537401.5,3578,5588,3446
"il",2023 May,181009.823529412,14220,15420,19776
"in",2023 May,258763.695652174,8456,8190,6105
"ks",2023 May,207045.695238095,3644,4320.75,5011.75
"ky",2023 May,263062.95,4422,6035,6272
"la",2023 May,243239.515625,4372,11109,5724
"ma",2023 May,1114517.71428571,7138,6485,2384
"md",2023 May,458115.916666667,7456,6782,9162
"me",2023 May,431985.9375,1914,2167,646
"mi",2023 May,289400.325301205,12924,13439,8452
"mn",2023 May,306947.643678161,8664,8244,9363
"mo",2023 May,240329.92173913,8230,10365,10206
"ms",2023 May,227240.681184669,2666,5134,3729.57142857143
"mt",2023 May,453906.494047619,1743.66666666667,3132,2168
"nc",2023 May,397436.31,14428,18635,22552
"nd",2023 May,219495.557692308,966,1550,1038.4
"ne",2023 May,256535.125,2336,2998.9,3525.21875
"nh",2023 May,514037.5,1866,1459,1001
"nj",2023 May,517182.19047619,9162,12010,12575
"nm",2023 May,331207,2300,3503,2133
"nv",2023 May,413204.176470588,3974,10002,2188
"ny",2023 May,362443.580645161,17040,32288,19171
"oh",2023 May,251707.125,12804,11066,15080
"ok",2023 May,227364.311688312,5127.75,8646.875,6736.125
"or",2023 May,493981.527777778,6002,8483,6015
"pa",2023 May,257903.731343284,13264,16449,17138
"ri",2023 May,668900,1038,875,1715
"sc",2023 May,338198.565217391,9102,13177,11244
"sd",2023 May,340214.3899464,1284.28571428571,2413.88888888889,1145.34274952919
"tn",2023 May,386192.042105263,10364,16375,10417
"tx",2023 May,296325.971990825,39071.0909090909,71345,41998.9393939394
"ut",2023 May,586047.862068966,4558,7627,4972
"va",2023 May,392693.546875,10816,10712,11736
"vt",2023 May,448657.142857143,816,893,467
"wa",2023 May,587784.128205128,9076,9747,9062
"wi",2023 May,346223.027777778,6354,7573,5714
"wv",2023 May,197616.509090909,1646,2574,2315
"wy",2023 May,526066.304347826,954,1648,677
